Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Locations;Adress generated;Latitude;Longitude;name;description
776055394;CHAMBRE DES NOTAIRES DE L'HERAULT;565 RUE DES APOTHICAIRES ;34196;MONTPELLIER CEDEX 05;6910Z Activités juridiques;SALARIE;Etendue;565 RUE DES APOTHICAIRES  34196 MONTPELLIER CEDEX 05;565 RUE DES APOTHICAIRES  34196 MONTPELLIER CEDEX 05;43.641906;3.837493;CHAMBRE DES NOTAIRES DE L'HERAULT;SIREN : 776055394 | NAF : 6910Z Activités juridiques |Portée : Etendue
392080537;LANGUEDOC MAINTENANCE MULTITECHNIQUE;63 AVENUE BLAISE PASCAL ;34170;CASTELNAU LE LEZ;4322B Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;63 AVENUE BLAISE PASCAL  34170 CASTELNAU LE LEZ;63 AVENUE BLAISE PASCAL  34170 CASTELNAU LE LEZ;43.643222;3.916535;LANGUEDOC MAINTENANCE MULTITECHNIQUE;SIREN : 392080537 | NAF : 4322B Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
491069902;REGIME SOCIAL DES INDEPENDANTS COTE D'AZUR;455 PROMENADE DES ANGLAIS ;6200;NICE;8430A Sécurité sociale obligatoire;SALARIE;Etendue;455 PROMENADE DES ANGLAIS  6200 NICE;455 PROMENADE DES ANGLAIS  6200 NICE;43.667479;7.21377;REGIME SOCIAL DES INDEPENDANTS COTE D'AZUR;SIREN : 491069902 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
323932236;GIE AVIONS DE TRANSPORT REGIONAL - ATR;1, ALLEE PIERRE NADOT ;31712;BLAGNAC;353B Construction aéronautique et spatiale;SALARIE;Etendue;1, ALLEE PIERRE NADOT  31712 BLAGNAC;1, ALLEE PIERRE NADOT  31712 BLAGNAC;43.685877;1.361959;GIE AVIONS DE TRANSPORT REGIONAL - ATR;SIREN : 323932236 | NAF : 353B Construction aéronautique et spatiale |Portée : Etendue
439487950;SANTERNE CAMARGUE;ZONE AEROPOLE ;30128;GARONS;4222Z Construction de réseaux et de lignes;SALARIE;Etendue;ZONE AEROPOLE  30128 GARONS;ZONE AEROPOLE  30128 GARONS;43.775459;4.422294;SANTERNE CAMARGUE;SIREN : 439487950 | NAF : 4222Z Construction de réseaux et de lignes |Portée : Etendue
512113481;ARAMIS;ROUTE DE SAINT SEVER ;40280;HAUT-MAUCO;6420Z Activités des sociétés holding;SALARIE;Etendue;ROUTE DE SAINT SEVER  40280 HAUT-MAUCO;ROUTE DE SAINT SEVER  40280 HAUT-MAUCO;43.840824;-0.528014;ARAMIS;SIREN : 512113481 | NAF : 6420Z Activités des sociétés holding |Portée : Etendue
521169086;SUD OUEST MOTOCULTURE;ROUTE DE SAINT SEVER ;40280;HAUT-MAUCO;4661Z Commerce de gros d'autres équipements industriels;SALARIE;Etendue;ROUTE DE SAINT SEVER  40280 HAUT-MAUCO;ROUTE DE SAINT SEVER  40280 HAUT-MAUCO;43.840824;-0.528014;SUD OUEST MOTOCULTURE;SIREN : 521169086 | NAF : 4661Z Commerce de gros d'autres équipements industriels |Portée : Etendue
777187683;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU TARN;5 PLACE LAPEROUSE ;81016;ALBI CEDEX;753A Sécurité sociale obligatoire;SALARIE;Etendue;5 PLACE LAPEROUSE  81016 ALBI CEDEX;5 PLACE LAPEROUSE  81016 ALBI CEDEX;43.926216;2.144941;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU TARN;SIREN : 777187683 | NAF : 753A Sécurité sociale obligatoire |Portée : Etendue
329207914;MILLER GRAPHICS SUD;28 AVENUE DE FONCOUVERTE ;84000;AVIGNON;1813Z Imprimerie et services annexes;SALARIE;Etendue;28 AVENUE DE FONCOUVERTE  84000 AVIGNON;28 AVENUE DE FONCOUVERTE  84000 AVIGNON;43.935221;4.846312;MILLER GRAPHICS SUD;SIREN : 329207914 | NAF : 1813Z Imprimerie et services annexes |Portée : Etendue
263201022;CCAS DE CONDOM;38, RUE JEAN JAURES ;32100;CONDOM;8899B Autre action sociale sans hébergement;SALARIE;Etendue;38, RUE JEAN JAURES  32100 CONDOM;38, RUE JEAN JAURES  32100 CONDOM;43.956506;0.374653;CCAS DE CONDOM;SIREN : 263201022 | NAF : 8899B Autre action sociale sans hébergement |Portée : Etendue
213201072;MAIRIE DE CONDOM;38, RUE JEAN JAURES ;32100;CONDOM;8899B Autre action sociale sans hébergement;SALARIE;Etendue;38, RUE JEAN JAURES  32100 CONDOM;38, RUE JEAN JAURES  32100 CONDOM;43.956506;0.374653;MAIRIE DE CONDOM;SIREN : 213201072 | NAF : 8899B Autre action sociale sans hébergement |Portée : Etendue
385006234;PRO A PRO DISTIBUTION SUD;03 RUE VOLTAIRE ;82032;MONTAUBAN;4639B Commerce de gros de produits alimentaires, de boissons et de tabac;SALARIE;Etendue;03 RUE VOLTAIRE  82032 MONTAUBAN;03 RUE VOLTAIRE  82032 MONTAUBAN;44.033838;1.373911;PRO A PRO DISTIBUTION SUD;SIREN : 385006234 | NAF : 4639B Commerce de gros de produits alimentaires, de boissons et de tabac |Portée : Etendue
338768674;AGRISEARCH FRANCE;LES HERBONNES ;82290;MEAUZAC;731Z Recherche-développement en sciences physiques et naturelles;SALARIE;Générale;LES HERBONNES  82290 MEAUZAC;LES HERBONNES  82290 MEAUZAC;44.102351;1.246239;AGRISEARCH FRANCE;SIREN : 338768674 | NAF : 731Z Recherche-développement en sciences physiques et naturelles |Portée : Générale
401820667;BEAUD JEAN LOUIS NOTAIRES;IMPASSE LOMBARDS ;84330;CAROMB;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;IMPASSE LOMBARDS  84330 CAROMB;IMPASSE LOMBARDS  84330 CAROMB;44.111471;5.107238;BEAUD JEAN LOUIS NOTAIRES;SIREN : 401820667 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
706220373;RABILLON;ZONE INDUSTRIELLE CHEMIN DE MEYNE CLAIRE BP 123;84104;ORANGE;2512Z Fabrication d'éléments en métal pour la construction;SALARIE;Générale;ZONE INDUSTRIELLE CHEMIN DE MEYNE CLAIRE BP 123 84104 ORANGE;CHEMIN DE MEYNE CLAIRE  84104 ORANGE;44.126776;4.83383;RABILLON;SIREN : 706220373 | NAF : 2512Z Fabrication d'éléments en métal pour la construction |Portée : Générale
776743999;CAISSE PRIMAIRE ASSURANCE MALADIE DE L'AVEYRON;156 AVENUE DE BAMBERG ;12020;RODEZ CEDEX 9;753A Sécurité sociale obligatoire;SALARIE;Etendue;156 AVENUE DE BAMBERG  12020 RODEZ CEDEX 9;156 AVENUE DE BAMBERG  12020 RODEZ CEDEX 9;44.360542;2.590083;CAISSE PRIMAIRE ASSURANCE MALADIE DE L'AVEYRON;SIREN : 776743999 | NAF : 753A Sécurité sociale obligatoire |Portée : Etendue
777053117;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU LOT;238 RUE HAUTESSERRE ;46015;CAHORS CEDEX 9;8430A Sécurité sociale obligatoire;SALARIE;Etendue;238 RUE HAUTESSERRE  46015 CAHORS CEDEX 9;238 RUE HAUTESSERRE  46015 CAHORS CEDEX 9;44.442355;1.438885;CAISSE PRIMAIRE D'ASSURANCE MALADIE DU LOT;SIREN : 777053117 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
701820482;SOFERAC;AVENUE FRANCOIS MITTERAND BP16;47201;MARMANDE CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;AVENUE FRANCOIS MITTERAND BP16 47201 MARMANDE CEDEX;AVENUE FRANCOIS MITTERAND  47201 MARMANDE CEDEX;44.512168;0.134842;SOFERAC;SIREN : 701820482 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
421222571;SDEL ELEXA;ZA DU MEYROL 22 AVENUE GASTON VERNIER;26200;MONTELIMAR;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;ZA DU MEYROL 22 AVENUE GASTON VERNIER 26200 MONTELIMAR;ZA DU MEYROL 22 AVENUE GASTON VERNIER 26200 MONTELIMAR;44.57923;4.742218;SDEL ELEXA;SIREN : 421222571 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
454201559;EKEM;22, RUE D'ARTAGNAN ;33100;BORDEAUX;1623Z Fabrication d'articles en bois, liège, vannerie et sparterie;SALARIE;Générale;22, RUE D'ARTAGNAN  33100 BORDEAUX;22, RUE D'ARTAGNAN  33100 BORDEAUX;44.832427;-0.54756;EKEM;SIREN : 454201559 | NAF : 1623Z Fabrication d'articles en bois, liège, vannerie et sparterie |Portée : Générale
456204809;BANQUE CIC SUD OUEST;42 COURS DU CHAPEAU ROUGE ;33000;BORDEAUX;Code APE: 6419Z;SALARIE;Etendue;42 COURS DU CHAPEAU ROUGE  33000 BORDEAUX;42 COURS DU CHAPEAU ROUGE  33000 BORDEAUX;44.842008;-0.573467;BANQUE CIC SUD OUEST;SIREN : 456204809 | NAF : Code APE: 6419Z |Portée : Etendue
781841028;CONSEIL REGIONAL DES NOTAIRES DU RESSORT DE LA COUR D'APPEL DE BORDEAUX;6, RUE MABLY ;33064;BORDEAUX CEDEX;9412Z Activités des organisations économiques, patronales et professionnelles;SALARIE;Etendue;6, RUE MABLY  33064 BORDEAUX CEDEX;6, RUE MABLY  33064 BORDEAUX CEDEX;44.843294;-0.57619;CONSEIL REGIONAL DES NOTAIRES DU RESSORT DE LA COUR D'APPEL DE BORDEAUX;SIREN : 781841028 | NAF : 9412Z Activités des organisations économiques, patronales et professionnelles |Portée : Etendue
490806502;CAISSE REGIME SOCIAL DES INDEPENDANTS AQUITAINE;3 RUE JEAN CLAUDEVILLE TECHNOPARC BORDEAUX LAC;33525;BRUGES CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue;3 RUE JEAN CLAUDEVILLE TECHNOPARC BORDEAUX LAC 33525 BRUGES CEDEX;3 RUE JEAN CLAUDEVILLE  33525 BRUGES CEDEX;44.873079;-0.578416;CAISSE REGIME SOCIAL DES INDEPENDANTS AQUITAINE;SIREN : 490806502 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
454201500;RENE LEDOUX;30, RUE GEORGES BARRES CENTRE COMMERCIAL NORD - BP54;33083;BORDEAUX CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;30, RUE GEORGES BARRES CENTRE COMMERCIAL NORD - BP54 33083 BORDEAUX CEDEX;30, RUE GEORGES BARRES  33083 BORDEAUX CEDEX;44.890464;-0.546693;RENE LEDOUX;SIREN : 454201500 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
448611871;ALHPI - FOYER ROMANT;LIEU DIT ROMANT ;38650;SAINT PAUL LES MONESTIER;8720A Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;SALARIE;Etendue;LIEU DIT ROMANT  38650 SAINT PAUL LES MONESTIER;LIEU DIT ROMANT  38650 SAINT PAUL LES MONESTIER;44.921819;5.613734;ALHPI - FOYER ROMANT;SIREN : 448611871 | NAF : 8720A Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes |Portée : Etendue
305709354;CAISSE REGIONALE DU CREDIT MUTUEL DAUPHINE VIVARAIS;130 132 AVENUE VICTOR HUGO ;26000;VALENCE;6419Z Intermédiation monétaire;SALARIE;Etendue;130 132 AVENUE VICTOR HUGO  26000 VALENCE;130 132 AVENUE VICTOR HUGO  26000 VALENCE;44.924225;4.887483;CAISSE REGIONALE DU CREDIT MUTUEL DAUPHINE VIVARAIS;SIREN : 305709354 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
;FEDERATION REGIONALE DU CREDIT MUTUEL DAUPHINE-VIVARAIS;130-132 AVENUE VICTOR HUGO ;26000;VALENCE;0111Z Cultures non permanentes;SALARIE;Etendue;130-132 AVENUE VICTOR HUGO  26000 VALENCE;130-132 AVENUE VICTOR HUGO  26000 VALENCE;44.924225;4.887483;FEDERATION REGIONALE DU CREDIT MUTUEL DAUPHINE-VIVARAIS;SIREN :  | NAF : 0111Z Cultures non permanentes |Portée : Etendue
350838696;SERENIS ASSURANCES;25 RUE DU DOCTEUR HENRI ABEL ;26000;VALENCE;6512Z Assurance;SALARIE;Etendue;25 RUE DU DOCTEUR HENRI ABEL  26000 VALENCE;25 RUE DU DOCTEUR HENRI ABEL  26000 VALENCE;44.933393;4.89236;SERENIS ASSURANCES;SIREN : 350838696 | NAF : 6512Z Assurance |Portée : Etendue
529281685;OFFICE NOTARIAL DE VAYRAC;PLACE DE LA REPUBLIQUE ;46110;VAYRAC;6910Z Activités juridiques;SALARIE;Etendue;PLACE DE LA REPUBLIQUE  46110 VAYRAC;PLACE DE LA REPUBLIQUE  46110 VAYRAC;44.952398;1.704489;OFFICE NOTARIAL DE VAYRAC;SIREN : 529281685 | NAF : 6910Z Activités juridiques |Portée : Etendue
339054215;MALFANT MASSON ISABELLE;13 COURS VICTOR HUGO ;43000;LE PUY EN VELAY;9609Z Autres services personnels;SALARIE;Etendue;13 COURS VICTOR HUGO  43000 LE PUY EN VELAY;13 COURS VICTOR HUGO  43000 LE PUY EN VELAY;45.038546;3.884936;MALFANT MASSON ISABELLE;SIREN : 339054215 | NAF : 9609Z Autres services personnels |Portée : Etendue
775595085;SOCIETE METALLURGIQUE DE GRENOBLE;6, AVENUE VICTOR HUGO ;38432;ECHIROLLES CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;6, AVENUE VICTOR HUGO  38432 ECHIROLLES CEDEX;6, AVENUE VICTOR HUGO  38432 ECHIROLLES CEDEX;45.155294;5.709577;SOCIETE METALLURGIQUE DE GRENOBLE;SIREN : 775595085 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
400946696;CAISSE ALPES REGIME SOCIAL DES INDEPENDANTS;5 AVENUE RAYMOND CHANAS BP 50000;38327;EYBENS CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue;5 AVENUE RAYMOND CHANAS BP 50000 38327 EYBENS CEDEX;5 AVENUE RAYMOND CHANAS 38327 EYBENS CEDEX;45.155474;5.742761;CAISSE ALPES REGIME SOCIAL DES INDEPENDANTS;SIREN : 400946696 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
193818390;UNIVERSITÉ PIERRE MENDES FRANCE;151 AVENUE DES UNIVERSITES - DOMAINE UNIVERSITAIRE BP 47;38040;GRENOBLE CEDEX 9;8542Z Enseignement supérieur et post-secondaire non supérieur;SALARIE;Etendue;151 AVENUE DES UNIVERSITES - DOMAINE UNIVERSITAIRE BP 47 38040 GRENOBLE CEDEX 9;151 AVENUE DES UNIVERSITES 38040 GRENOBLE CEDEX 9;45.189521;5.770189;UNIVERSITÉ PIERRE MENDES FRANCE;SIREN : 193818390 | NAF : 8542Z Enseignement supérieur et post-secondaire non supérieur |Portée : Etendue
193801347;INSTITUT D'ÉTUDES POLITIQUES DE GRENOBLE;1030 AVENUE CENTRALE - BP 48;38040;GRENOBLE CEDEX 9;8542Z Enseignement supérieur et post-secondaire non supérieur;SALARIE;Etendue;1030 AVENUE CENTRALE - BP 48 38040 GRENOBLE CEDEX 9;1030 AVENUE CENTRAL 38040 GRENOBLE CEDEX 9;45.191651;5.770449;INSTITUT D'ÉTUDES POLITIQUES DE GRENOBLE;SIREN : 193801347 | NAF : 8542Z Enseignement supérieur et post-secondaire non supérieur |Portée : Etendue
193818408;UNIVERSITÉ STENDHAL-GRENOBLE 3;1180 AVENUE CENTRALE BP 25;38040;GRENOBLE CEDEX 9;8542Z Enseignement supérieur et post-secondaire non supérieur;SALARIE;Etendue;1180 AVENUE CENTRALE BP 25 38040 GRENOBLE CEDEX 9;1180 AVENUE CENTRALE 38040 GRENOBLE CEDEX 9;45.191747;5.772365;UNIVERSITÉ STENDHAL-GRENOBLE 3;SIREN : 193818408 | NAF : 8542Z Enseignement supérieur et post-secondaire non supérieur |Portée : Etendue
531776540;FIASSON JULIEN NOTAIRE;1 RUE RENE BOURDA BP 39;33820;SAINT CIERS SUR GIRONDE;6910Z Activités juridiques;SALARIE;Etendue;1 RUE RENE BOURDA BP 39 33820 SAINT CIERS SUR GIRONDE;1 RUE RENE BOURDA BP 39 33820 SAINT CIERS SUR GIRONDE;45.291521;-0.614662;FIASSON JULIEN NOTAIRE;SIREN : 531776540 | NAF : 6910Z Activités juridiques |Portée : Etendue
417510005;MAITRE MEUNIER GOINEAU;8 RUE DU BIEF BP 87;38590;ST ETIENNE DE ST GEOIRS;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;8 RUE DU BIEF BP 87 38590 ST ETIENNE DE ST GEOIRS;8 RUE DU BIEF  38590 ST ETIENNE DE ST GEOIRS;45.339084;5.342258;MAITRE MEUNIER GOINEAU;SIREN : 417510005 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
574507315;CMF;BP 12 FRAISSES;42701;FIRMINY CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;BP 12 FRAISSES 42701 FIRMINY CEDEX;FRAISSES 42701 FIRMINY CEDEX;45.385108;4.280533;CMF;SIREN : 574507315 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
415272517;EURL RESIDENCE LES PISTES;ROND POINT DES PISTES ;73550;MERIBEL;5520Z Hébergement touristique et autre hébergement de courte durée;SALARIE;Etendue;ROND POINT DES PISTES  73550 MERIBEL;ROND POINT DES PISTES  73550 MERIBEL;45.397528;6.56436;EURL RESIDENCE LES PISTES;SIREN : 415272517 | NAF : 5520Z Hébergement touristique et autre hébergement de courte durée |Portée : Etendue
345011555;FONCIA I.G.D;5 RUE DU LIEUTENANT MORIN ;42000;SAINT ETIENNE;703A Activités immobilières pour compte de tiers;SALARIE;Etendue;5 RUE DU LIEUTENANT MORIN  42000 SAINT ETIENNE;5 RUE DU LIEUTENANT MORIN  42000 SAINT ETIENNE;45.436919;4.393074;FONCIA I.G.D;SIREN : 345011555 | NAF : 703A Activités immobilières pour compte de tiers |Portée : Etendue
312170004;PORTRON;ZI DE MONTREYNAUD 3/5 ALLEE VICTOR BASCH;42000;SAINT ETIENNE;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;ZI DE MONTREYNAUD 3/5 ALLEE VICTOR BASCH 42000 SAINT ETIENNE;ZI DE MONTREYNAUD 3/5 ALLEE VICTOR BASCH 42000 SAINT ETIENNE;45.459342;4.400742;PORTRON;SIREN : 312170004 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
490937778;CAISSE DU REGIME SOCIAL DES INDEPENDANTS DE CORSE .; ;20189;AJACCIO CEDEX 2;8430A Sécurité sociale obligatoire;SALARIE;Etendue;  20189 AJACCIO CEDEX 2;20189 AJACCIO CEDEX 2;45.469528;9.235119;CAISSE DU REGIME SOCIAL DES INDEPENDANTS DE CORSE .;SIREN : 490937778 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
343410999;ALTAVIA CONNEXION;4 RUE GUTENBERG ;42270;SAINT PRIEST EN JAREZ;7311Z Publicité;SALARIE;Etendue;4 RUE GUTENBERG  42270 SAINT PRIEST EN JAREZ;4 RUE GUTENBERG  42270 SAINT PRIEST EN JAREZ;45.476854;4.364844;ALTAVIA CONNEXION;SIREN : 343410999 | NAF : 7311Z Publicité |Portée : Etendue
443974746;SDEL CABLES ET AUTOROUTES;EA DE L'ABBAYE ;38780;ESTRABLIN;4222Z Construction de réseaux et de lignes;SALARIE;Etendue;EA DE L'ABBAYE  38780 ESTRABLIN;EA DE L'ABBAYE  38780 ESTRABLIN;45.519113;4.925528;SDEL CABLES ET AUTOROUTES;SIREN : 443974746 | NAF : 4222Z Construction de réseaux et de lignes |Portée : Etendue
197308588;UNIVERSITÉ DE SAVOIE;DOMAINE UNIVERSITAIRE - 21 RUE MARCOZ BP 1104;73011;CHAMBERY CEDEX;8542Z Enseignement supérieur et post-secondaire non supérieur;SALARIE;Etendue;DOMAINE UNIVERSITAIRE - 21 RUE MARCOZ BP 1104 73011 CHAMBERY CEDEX;21 RUE MARCOZ  73011 CHAMBERY CEDEX;45.566768;5.917742;UNIVERSITÉ DE SAVOIE;SIREN : 197308588 | NAF : 8542Z Enseignement supérieur et post-secondaire non supérieur |Portée : Etendue
555750694;BEAUPLET;ZI DES TOUCHES RUE J. ROSTAND - CS 52029;53020;LAVAL CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;ZI DES TOUCHES RUE J. ROSTAND - CS 52029 53020 LAVAL CEDEX;RUE J. ROSTAND  53020 LAVAL CEDEX;45.577411;-73.763132;BEAUPLET;SIREN : 555750694 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
704500115;SOFYMETAL;ZI DE LA VALLEE DU GIER ZAC NÂ°2;69700;GIVORS;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;ZI DE LA VALLEE DU GIER ZAC NÂ°2 69700 GIVORS;ZI DE LA VALLEE DU GIER ZAC NÂ°2 69700 GIVORS;45.58329;4.772829;SOFYMETAL;SIREN : 704500115 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
75620096;SARRASOLA;RUE DE LA GARE BP 6;73460;GRESY SUR ISERE;4222Z Construction de réseaux et de lignes;SALARIE;Etendue;RUE DE LA GARE BP 6 73460 GRESY SUR ISERE;RUE DE LA GARE BP 6 73460 GRESY SUR ISERE;45.601496;6.254615;SARRASOLA;SIREN : 75620096 | NAF : 4222Z Construction de réseaux et de lignes |Portée : Etendue
211601453;MAIRIE DE GARAT;133 RUE DU DOCTEUR JEAN BOUILLAUD ;16410;GARAT;8411Z Administration générale, économique et sociale;SALARIE;Etendue;133 RUE DU DOCTEUR JEAN BOUILLAUD  16410 GARAT;133 RUE DU DOCTEUR JEAN BOUILLAUD  16410 GARAT;45.626164;0.263427;MAIRIE DE GARAT;SIREN : 211601453 | NAF : 8411Z Administration générale, économique et sociale |Portée : Etendue
414780494;CHARANTELEC;ZE LES VOÛTES 25 RUE DE L EUROPE;16730;FLEAC;4321B Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;ZE LES VOÛTES 25 RUE DE L EUROPE 16730 FLEAC;ZE LES VOÛTES 25 RUE DE L EUROPE 16730 FLEAC;45.664213;0.093567;CHARANTELEC;SIREN : 414780494 | NAF : 4321B Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
428635148;ALTAVIA OPTITRANS;153 ROUTE DES VOURLES ;69230;SAINT GENIS LAVAL;5229B Services auxiliaires des transports;SALARIE;Etendue;153 ROUTE DES VOURLES  69230 SAINT GENIS LAVAL;153 ROUTE DES VOURLES  69230 SAINT GENIS LAVAL;45.677278;4.788647;ALTAVIA OPTITRANS;SIREN : 428635148 | NAF : 5229B Services auxiliaires des transports |Portée : Etendue
905720512;COMPTOIR AGRICOLE ET COMMERCIAL DE COGNAC;CHATEAUBERNARD CS 80258;16112;COGNAC CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;CHATEAUBERNARD CS 80258 16112 COGNAC CEDEX;CHATEAUBERNARD  16112 COGNAC CEDEX;45.684177;-0.297961;COMPTOIR AGRICOLE ET COMMERCIAL DE COGNAC;SIREN : 905720512 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
440235815;BOSCH REXROTH;91 BOULEVARD IRENE JOLIOT CURIE BP 101;69634;VENISSIEUX;291D Fabrication d'équipements mécaniques;SALARIE;Générale;91 BOULEVARD IRENE JOLIOT CURIE BP 101 69634 VENISSIEUX;91 BOULEVARD IRENE JOLIOT CURIE BP 101 69634 VENISSIEUX;45.699594;4.884465;BOSCH REXROTH;SIREN : 440235815 | NAF : 291D Fabrication d'équipements mécaniques |Portée : Générale
342669900;DESCASYSTEM;174, avenue de pressense BP 49;69632;VENISSIEUX CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;174, avenue de pressense BP 49 69632 VENISSIEUX CEDEX;174, avenue de pressense 69632 VENISSIEUX CEDEX;45.715927;4.870707;DESCASYSTEM;SIREN : 342669900 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
351654504;DESCALINOX;24, rue de Fos sur Mer ;69190;SAINT FONS;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;24, rue de Fos sur Mer  69190 SAINT FONS;24, rue de Fos sur Mer  69190 SAINT FONS;45.715993;4.841056;DESCALINOX;SIREN : 351654504 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
333721488;AGDG;PORT EDOUARD HERRIOT 22, RUE DE FOS SUR MER;69007;LYON;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;PORT EDOUARD HERRIOT 22, RUE DE FOS SUR MER 69007 LYON;PORT EDOUARD HERRIOT 22, RUE DE FOS SUR MER 69007 LYON;45.717204;4.840137;AGDG;SIREN : 333721488 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
310580600;SCP O. MICHOUD M. PERRET B. COMPAGNON NOTAIRES;263 ROUTE DE VIENNE ;69200;VENISSIEUX;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;263 ROUTE DE VIENNE  69200 VENISSIEUX;263 ROUTE DE VIENNE  69200 VENISSIEUX;45.727601;4.854183;SCP O. MICHOUD M. PERRET B. COMPAGNON NOTAIRES;SIREN : 310580600 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
343222311;INFODESCA;10, RUE DU GENERAL PLESSIER ;69002;LYON;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;10, RUE DU GENERAL PLESSIER  69002 LYON;10, RUE DU GENERAL PLESSIER  69002 LYON;45.75126;4.825242;INFODESCA;SIREN : 343222311 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
451010243;SCIE THT;LA VAURE ;63120;COURPIERE;4222Z Construction de réseaux et de lignes;SALARIE;Etendue;LA VAURE  63120 COURPIERE;LA VAURE  63120 COURPIERE;45.753529;3.51973;SCIE THT;SIREN : 451010243 | NAF : 4222Z Construction de réseaux et de lignes |Portée : Etendue
780154019;DC PLASTIQUES;9, RUE VAUCANSON ;69150;DECINES;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;9, RUE VAUCANSON  69150 DECINES;9, RUE VAUCANSON  69150 DECINES;45.753996;4.936652;DC PLASTIQUES;SIREN : 780154019 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
311799878;ADREA MUTUELLE;104 AVENUE MARECHAL DE SAXE ;69003;LYON;6512Z Assurance;SALARIE;Etendue;104 AVENUE MARECHAL DE SAXE  69003 LYON;104 AVENUE MARECHAL DE SAXE  69003 LYON;45.758851;4.845617;ADREA MUTUELLE;SIREN : 311799878 | NAF : 6512Z Assurance |Portée : Etendue
